省,市,县,观测时间,温度(℃),相对湿度,降水量(mm),风向,风力(m/s),经度,纬度
江苏,盐城,阜宁,2015120718,8,79,0,97,2,119.8,33.78
江苏,盐城,阜宁,2015120719,5,83,0,90,0,119.8,33.78
江苏,盐城,阜宁,2015120720,4,86,0,109,0,119.8,33.78
江苏,盐城,阜宁,2015120721,3,90,0,51,0,119.8,33.78
江苏,盐城,阜宁,2015120722,3,90,0,21,0,119.8,33.78
江苏,盐城,阜宁,2015120723,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015120800,4,95,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015120801,1,94,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015120802,1,95,0,61,0,119.8,33.78
江苏,盐城,阜宁,2015120803,3,98,0,73,0,119.8,33.78
江苏,盐城,阜宁,2015120804,0,96,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015120805,0,96,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015120806,2,99,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015120807,0,97,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015120808,1,97,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015120809,7,94,0,98,0,119.8,33.78
江苏,盐城,阜宁,2015120810,8,66,0,116,1,119.8,33.78
江苏,盐城,阜宁,2015120811,11,58,0,108,4,119.8,33.78
江苏,盐城,阜宁,2015120812,10,58,0,96,3,119.8,33.78
江苏,盐城,阜宁,2015120813,10,56,0,94,5,119.8,33.78
江苏,盐城,阜宁,2015120814,12,59,0,92,7,119.8,33.78
江苏,盐城,阜宁,2015120815,12,63,0,116,6,119.8,33.78
江苏,盐城,阜宁,2015120816,11,67,0,110,6,119.8,33.78
江苏,盐城,阜宁,2015120817,8,69,0,126,1,119.8,33.78
江苏,盐城,阜宁,2015120818,9,75,0,99,3,119.8,33.78
江苏,盐城,阜宁,2015120819,8,80,0,96,4,119.8,33.78
江苏,盐城,阜宁,2015120820,6,79,0,94,3,119.8,33.78
江苏,盐城,阜宁,2015120821,6,79,0,129,2,119.8,33.78
江苏,盐城,阜宁,2015120822,8,83,0,124,5,119.8,33.78
江苏,盐城,阜宁,2015120823,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015120900,8,85,0,98,4,119.8,33.78
江苏,盐城,阜宁,2015120901,5,85,0,128,1,119.8,33.78
江苏,盐城,阜宁,2015120902,7,90,0,93,3,119.8,33.78
江苏,盐城,阜宁,2015120903,6,91,0,103,4,119.8,33.78
江苏,盐城,阜宁,2015120904,4,88,0,114,2,119.8,33.78
江苏,盐城,阜宁,2015120905,7,90,0,104,3,119.8,33.78
江苏,盐城,阜宁,2015120906,5,88,0,93,4,119.8,33.78
江苏,盐城,阜宁,2015120907,6,85,0,98,3,119.8,33.78
江苏,盐城,阜宁,2015120908,6,83,0,101,4,119.8,33.78
江苏,盐城,阜宁,2015120909,10,79,0,95,5,119.8,33.78
江苏,盐城,阜宁,2015120910,11,75,0,100,6,119.8,33.78
江苏,盐城,阜宁,2015120911,12,73,0,109,5,119.8,33.78
江苏,盐城,阜宁,2015120912,10,70,0,121,3,119.8,33.78
江苏,盐城,阜宁,2015120913,10,72,0,119,2,119.8,33.78
江苏,盐城,阜宁,2015120914,10,74,0,126,3,119.8,33.78
江苏,盐城,阜宁,2015120915,10,77,0,96,1,119.8,33.78
江苏,盐城,阜宁,2015120916,12,83,0,138,5,119.8,33.78
江苏,盐城,阜宁,2015120917,11,86,0,96,3,119.8,33.78
江苏,盐城,阜宁,2015120918,11,90,0,114,3,119.8,33.78
江苏,盐城,阜宁,2015120919,9,91,0,104,1,119.8,33.78
江苏,盐城,阜宁,2015120920,9,93,0,113,0,119.8,33.78
江苏,盐城,阜宁,2015120921,11,97,0,77,0,119.8,33.78
江苏,盐城,阜宁,2015120922,11,98,0.5,76,0,119.8,33.78
江苏,盐城,阜宁,2015120923,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015121000,11,99,0.6,18,2,119.8,33.78
江苏,盐城,阜宁,2015121001,8,97,0.1,0,0,119.8,33.78
江苏,盐城,阜宁,2015121002,10,99,0,337,2,119.8,33.78
江苏,盐城,阜宁,2015121003,11,100,0,329,2,119.8,33.78
江苏,盐城,阜宁,2015121004,10,100,0,337,3,119.8,33.78
江苏,盐城,阜宁,2015121005,10,100,0,336,4,119.8,33.78
江苏,盐城,阜宁,2015121006,11,100,0.1,322,4,119.8,33.78
江苏,盐城,阜宁,2015121007,11,100,0,335,4,119.8,33.78
江苏,盐城,阜宁,2015121008,11,100,0,334,5,119.8,33.78
江苏,盐城,阜宁,2015121009,9,98,0.8,334,4,119.8,33.78
江苏,盐城,阜宁,2015121010,9,98,0.3,335,3,119.8,33.78
江苏,盐城,阜宁,2015121011,11,99,0,342,6,119.8,33.78
江苏,盐城,阜宁,2015121012,9,97,0,336,5,119.8,33.78
江苏,盐城,阜宁,2015121013,9,97,0.2,329,4,119.8,33.78
江苏,盐城,阜宁,2015121014,11,99,0.2,345,5,119.8,33.78
江苏,盐城,阜宁,2015121015,9,97,0.6,348,3,119.8,33.78
江苏,盐城,阜宁,2015121016,8,98,0.2,356,4,119.8,33.78
江苏,盐城,阜宁,2015121017,9,97,0,4,6,119.8,33.78
江苏,盐城,阜宁,2015121018,9,93,0,356,4,119.8,33.78
江苏,盐城,阜宁,2015121019,11,94,0,344,6,119.8,33.78
江苏,盐城,阜宁,2015121020,10,86,0,336,4,119.8,33.78
江苏,盐城,阜宁,2015121021,9,81,0,339,7,119.8,33.78
江苏,盐城,阜宁,2015121022,9,81,0,348,8,119.8,33.78
江苏,盐城,阜宁,2015121023,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015121100,8,83,0,348,7,119.8,33.78
江苏,盐城,阜宁,2015121101,6,80,0,355,4,119.8,33.78
江苏,盐城,阜宁,2015121102,5,81,0,342,4,119.8,33.78
江苏,盐城,阜宁,2015121103,6,87,0,329,3,119.8,33.78
江苏,盐城,阜宁,2015121104,6,83,0,352,6,119.8,33.78
江苏,盐城,阜宁,2015121105,6,84,0,342,5,119.8,33.78
江苏,盐城,阜宁,2015121106,3,82,0,336,2,119.8,33.78
江苏,盐城,阜宁,2015121107,4,86,0,330,5,119.8,33.78
江苏,盐城,阜宁,2015121108,5,80,0,345,5,119.8,33.78
江苏,盐城,阜宁,2015121109,5,70,0,358,5,119.8,33.78
江苏,盐城,阜宁,2015121110,5,66,0,351,4,119.8,33.78
江苏,盐城,阜宁,2015121111,5,63,0,10,6,119.8,33.78
江苏,盐城,阜宁,2015121112,7,67,0,349,6,119.8,33.78
江苏,盐城,阜宁,2015121113,7,66,0,6,7,119.8,33.78
江苏,盐城,阜宁,2015121114,5,64,0,16,6,119.8,33.78
江苏,盐城,阜宁,2015121115,4,68,0,343,3,119.8,33.78
江苏,盐城,阜宁,2015121116,6,68,0,11,5,119.8,33.78
江苏,盐城,阜宁,2015121117,4,67,0,8,1,119.8,33.78
江苏,盐城,阜宁,2015121118,6,71,0,36,4,119.8,33.78
江苏,盐城,阜宁,2015121119,6,69,0,43,4,119.8,33.78
江苏,盐城,阜宁,2015121120,6,69,0,13,4,119.8,33.78
江苏,盐城,阜宁,2015121121,4,67,0,327,1,119.8,33.78
江苏,盐城,阜宁,2015121122,4,72,0,313,1,119.8,33.78
江苏,盐城,阜宁,2015121123,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015121200,3,73,0,332,1,119.8,33.78
江苏,盐城,阜宁,2015121201,3,76,0,300,2,119.8,33.78
江苏,盐城,阜宁,2015121202,4,81,0,305,3,119.8,33.78
江苏,盐城,阜宁,2015121203,1,81,0,299,1,119.8,33.78
江苏,盐城,阜宁,2015121204,2,85,0,350,2,119.8,33.78
江苏,盐城,阜宁,2015121205,0,86,0,333,0,119.8,33.78
江苏,盐城,阜宁,2015121206,-1,88,0,331,1,119.8,33.78
江苏,盐城,阜宁,2015121207,-1,89,0,350,0,119.8,33.78
江苏,盐城,阜宁,2015121208,2,90,0,333,2,119.8,33.78
江苏,盐城,阜宁,2015121209,4,82,0,344,3,119.8,33.78
江苏,盐城,阜宁,2015121210,6,70,0,331,4,119.8,33.78
江苏,盐城,阜宁,2015121211,5,62,0,317,2,119.8,33.78
江苏,盐城,阜宁,2015121212,6,58,0,13,1,119.8,33.78
江苏,盐城,阜宁,2015121213,9,57,0,320,4,119.8,33.78
江苏,盐城,阜宁,2015121214,7,54,0,1,0,119.8,33.78
江苏,盐城,阜宁,2015121215,7,55,0,25,1,119.8,33.78
江苏,盐城,阜宁,2015121216,9,60,0,13,2,119.8,33.78
江苏,盐城,阜宁,2015121217,7,69,0,30,2,119.8,33.78
江苏,盐城,阜宁,2015121218,6,73,0,20,2,119.8,33.78
江苏,盐城,阜宁,2015121219,4,80,0,32,1,119.8,33.78
江苏,盐城,阜宁,2015121220,3,82,0,19,0,119.8,33.78
江苏,盐城,阜宁,2015121221,3,83,0,358,1,119.8,33.78
江苏,盐城,阜宁,2015121222,2,87,0,325,0,119.8,33.78
江苏,盐城,阜宁,2015121223,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015121300,3,93,0,301,2,119.8,33.78
江苏,盐城,阜宁,2015121301,1,91,0,311,1,119.8,33.78
江苏,盐城,阜宁,2015121302,3,93,0,337,2,119.8,33.78
江苏,盐城,阜宁,2015121303,3,94,0,315,2,119.8,33.78
江苏,盐城,阜宁,2015121304,0,91,0,316,0,119.8,33.78
江苏,盐城,阜宁,2015121305,0,91,0,315,0,119.8,33.78
江苏,盐城,阜宁,2015121306,2,93,0,328,2,119.8,33.78
江苏,盐城,阜宁,2015121307,0,91,0,300,0,119.8,33.78
江苏,盐城,阜宁,2015121308,2,92,0,293,3,119.8,33.78
江苏,盐城,阜宁,2015121309,1,89,0,296,2,119.8,33.78
江苏,盐城,阜宁,2015121310,6,83,0,338,3,119.8,33.78
江苏,盐城,阜宁,2015121311,5,79,0,340,4,119.8,33.78
江苏,盐城,阜宁,2015121312,9,77,0,25,5,119.8,33.78
江苏,盐城,阜宁,2015121313,9,74,0,16,4,119.8,33.78
江苏,盐城,阜宁,2015121314,9,74,0,345,5,119.8,33.78
江苏,盐城,阜宁,2015121315,7,74,0,344,2,119.8,33.78
江苏,盐城,阜宁,2015121316,6,75,0,355,2,119.8,33.78
江苏,盐城,阜宁,2015121317,8,79,0,15,3,119.8,33.78
江苏,盐城,阜宁,2015121318,8,81,0,333,3,119.8,33.78
江苏,盐城,阜宁,2015121319,7,80,0,333,3,119.8,33.78
江苏,盐城,阜宁,2015121320,7,82,0,326,2,119.8,33.78
江苏,盐城,阜宁,2015121321,7,84,0,305,2,119.8,33.78
江苏,盐城,阜宁,2015121322,6,84,0,313,3,119.8,33.78
江苏,盐城,阜宁,2015121323,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015121400,3,86,0,300,0,119.8,33.78
江苏,盐城,阜宁,2015121401,2,87,0,290,0,119.8,33.78
江苏,盐城,阜宁,2015121402,4,82,0,285,3,119.8,33.78
江苏,盐城,阜宁,2015121403,3,82,0,280,3,119.8,33.78
江苏,盐城,阜宁,2015121404,3,82,0,284,4,119.8,33.78
江苏,盐城,阜宁,2015121405,0,84,0,296,2,119.8,33.78
江苏,盐城,阜宁,2015121406,-1,86,0,300,2,119.8,33.78
江苏,盐城,阜宁,2015121407,-1,86,0,318,0,119.8,33.78
江苏,盐城,阜宁,2015121408,0,82,0,284,1,119.8,33.78
江苏,盐城,阜宁,2015121409,3,82,0,282,4,119.8,33.78
江苏,盐城,阜宁,2015121410,5,74,0,319,3,119.8,33.78
江苏,盐城,阜宁,2015121411,4,64,0,274,2,119.8,33.78
江苏,盐城,阜宁,2015121412,8,56,0,293,5,119.8,33.78
江苏,盐城,阜宁,2015121413,7,64,0,290,5,119.8,33.78
江苏,盐城,阜宁,2015121414,6,58,0,295,3,119.8,33.78
江苏,盐城,阜宁,2015121415,8,63,0,313,5,119.8,33.78
江苏,盐城,阜宁,2015121416,5,61,0,300,2,119.8,33.78
江苏,盐城,阜宁,2015121417,6,70,0,300,2,119.8,33.78
江苏,盐城,阜宁,2015121418,5,74,0,299,3,119.8,33.78
江苏,盐城,阜宁,2015121419,2,76,0,302,0,119.8,33.78
江苏,盐城,阜宁,2015121420,4,81,0,264,2,119.8,33.78
江苏,盐城,阜宁,2015121421,2,78,0,280,1,119.8,33.78
江苏,盐城,阜宁,2015121422,4,80,0,272,3,119.8,33.78
江苏,盐城,阜宁,2015121423,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015121500,4,79,0,283,4,119.8,33.78
江苏,盐城,阜宁,2015121501,3,76,0,270,5,119.8,33.78
江苏,盐城,阜宁,2015121502,1,76,0,277,1,119.8,33.78
江苏,盐城,阜宁,2015121503,0,76,0,278,1,119.8,33.78
江苏,盐城,阜宁,2015121504,1,76,0,290,2,119.8,33.78
江苏,盐城,阜宁,2015121505,0,77,0,285,2,119.8,33.78
江苏,盐城,阜宁,2015121506,2,82,0,288,4,119.8,33.78
江苏,盐城,阜宁,2015121507,1,84,0,293,3,119.8,33.78
江苏,盐城,阜宁,2015121508,0,81,0,289,1,119.8,33.78
江苏,盐城,阜宁,2015121509,3,76,0,301,3,119.8,33.78
江苏,盐城,阜宁,2015121510,6,71,0,302,3,119.8,33.78
江苏,盐城,阜宁,2015121511,6,54,0,316,2,119.8,33.78
江苏,盐城,阜宁,2015121512,9,48,0,311,3,119.8,33.78
江苏,盐城,阜宁,2015121513,7,39,0,293,2,119.8,33.78
江苏,盐城,阜宁,2015121514,10,47,0,292,4,119.8,33.78
江苏,盐城,阜宁,2015121515,10,39,0,293,5,119.8,33.78
江苏,盐城,阜宁,2015121516,7,43,0,299,2,119.8,33.78
江苏,盐城,阜宁,2015121517,7,54,0,319,2,119.8,33.78
江苏,盐城,阜宁,2015121518,3,60,0,358,0,119.8,33.78
江苏,盐城,阜宁,2015121519,4,71,0,284,2,119.8,33.78
江苏,盐城,阜宁,2015121520,4,60,0,287,3,119.8,33.78
江苏,盐城,阜宁,2015121521,4,60,0,289,3,119.8,33.78
江苏,盐城,阜宁,2015121522,2,54,0,298,4,119.8,33.78
江苏,盐城,阜宁,2015121523,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015121600,1,54,0,291,1,119.8,33.78
江苏,盐城,阜宁,2015121601,2,58,0,300,4,119.8,33.78
江苏,盐城,阜宁,2015121602,-1,59,0,303,2,119.8,33.78
江苏,盐城,阜宁,2015121603,-1,57,0,299,2,119.8,33.78
江苏,盐城,阜宁,2015121604,-1,58,0,294,1,119.8,33.78
江苏,盐城,阜宁,2015121605,1,60,0,296,5,119.8,33.78
江苏,盐城,阜宁,2015121606,1,55,0,298,4,119.8,33.78
江苏,盐城,阜宁,2015121607,-1,49,0,306,2,119.8,33.78
江苏,盐城,阜宁,2015121608,-1,45,0,276,1,119.8,33.78
江苏,盐城,阜宁,2015121609,0,46,0,309,4,119.8,33.78
江苏,盐城,阜宁,2015121610,1,36,0,284,5,119.8,33.78
江苏,盐城,阜宁,2015121611,2,30,0,296,7,119.8,33.78
江苏,盐城,阜宁,2015121612,2,30,0,299,8,119.8,33.78
江苏,盐城,阜宁,2015121613,3,28,0,301,9,119.8,33.78
江苏,盐城,阜宁,2015121614,5,29,0,302,11,119.8,33.78
江苏,盐城,阜宁,2015121615,5,31,0,302,10,119.8,33.78
江苏,盐城,阜宁,2015121616,2,28,0,295,7,119.8,33.78
江苏,盐城,阜宁,2015121617,1,34,0,302,2,119.8,33.78
江苏,盐城,阜宁,2015121618,2,45,0,303,3,119.8,33.78
江苏,盐城,阜宁,2015121619,1,47,0,268,3,119.8,33.78
江苏,盐城,阜宁,2015121620,-1,42,0,283,2,119.8,33.78
江苏,盐城,阜宁,2015121621,1,49,0,292,4,119.8,33.78
江苏,盐城,阜宁,2015121622,0,52,0,293,4,119.8,33.78
江苏,盐城,阜宁,2015121623,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015121700,0,56,0,300,3,119.8,33.78
江苏,盐城,阜宁,2015121701,-3,55,0,279,0,119.8,33.78
江苏,盐城,阜宁,2015121702,-1,57,0,276,4,119.8,33.78
江苏,盐城,阜宁,2015121703,-1,58,0,278,4,119.8,33.78
江苏,盐城,阜宁,2015121704,-2,59,0,275,4,119.8,33.78
江苏,盐城,阜宁,2015121705,-2,59,0,282,4,119.8,33.78
江苏,盐城,阜宁,2015121706,-2,60,0,282,3,119.8,33.78
江苏,盐城,阜宁,2015121707,-2,63,0,293,3,119.8,33.78
江苏,盐城,阜宁,2015121708,-1,57,0,294,3,119.8,33.78
江苏,盐城,阜宁,2015121709,1,52,0,299,5,119.8,33.78
江苏,盐城,阜宁,2015121710,0,35,0,308,4,119.8,33.78
江苏,盐城,阜宁,2015121711,3,31,0,308,5,119.8,33.78
江苏,盐城,阜宁,2015121712,1,26,0,322,4,119.8,33.78
江苏,盐城,阜宁,2015121713,2,27,0,310,4,119.8,33.78
江苏,盐城,阜宁,2015121714,5,27,0,338,3,119.8,33.78
江苏,盐城,阜宁,2015121715,5,26,0,320,4,119.8,33.78
江苏,盐城,阜宁,2015121716,2,24,0,314,2,119.8,33.78
江苏,盐城,阜宁,2015121717,3,35,0,308,2,119.8,33.78
江苏,盐城,阜宁,2015121718,1,45,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015121719,-2,50,0,272,0,119.8,33.78
江苏,盐城,阜宁,2015121720,-2,49,0,275,0,119.8,33.78
江苏,盐城,阜宁,2015121721,-1,58,0,117,0,119.8,33.78
江苏,盐城,阜宁,2015121722,-3,56,0,128,1,119.8,33.78
江苏,盐城,阜宁,2015121723,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015121800,-3,59,0,178,0,119.8,33.78
江苏,盐城,阜宁,2015121801,-4,62,0,159,0,119.8,33.78
江苏,盐城,阜宁,2015121802,-2,73,0,205,0,119.8,33.78
江苏,盐城,阜宁,2015121803,-3,83,0,208,0,119.8,33.78
江苏,盐城,阜宁,2015121804,-3,70,0,281,0,119.8,33.78
江苏,盐城,阜宁,2015121805,-3,75,0,286,0,119.8,33.78
江苏,盐城,阜宁,2015121806,-5,84,0,297,0,119.8,33.78
江苏,盐城,阜宁,2015121807,-5,87,0,195,0,119.8,33.78
江苏,盐城,阜宁,2015121808,-1,78,0,160,0,119.8,33.78
江苏,盐城,阜宁,2015121809,-1,55,0,55,0,119.8,33.78
江苏,盐城,阜宁,2015121810,3,46,0,172,3,119.8,33.78
江苏,盐城,阜宁,2015121811,4,36,0,201,3,119.8,33.78
江苏,盐城,阜宁,2015121812,3,30,0,151,1,119.8,33.78
江苏,盐城,阜宁,2015121813,4,28,0,253,0,119.8,33.78
江苏,盐城,阜宁,2015121814,6,31,0,299,3,119.8,33.78
江苏,盐城,阜宁,2015121815,7,30,0,305,2,119.8,33.78
江苏,盐城,阜宁,2015121816,6,32,0,80,2,119.8,33.78
江苏,盐城,阜宁,2015121817,4,39,0,3,0,119.8,33.78
江苏,盐城,阜宁,2015121818,3,50,0,30,2,119.8,33.78
江苏,盐城,阜宁,2015121819,-1,57,0,126,0,119.8,33.78
江苏,盐城,阜宁,2015121820,-1,60,0,112,0,119.8,33.78
江苏,盐城,阜宁,2015121821,0,71,0,90,0,119.8,33.78
江苏,盐城,阜宁,2015121822,0,77,0,67,0,119.8,33.78
江苏,盐城,阜宁,2015121823,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015121900,-3,83,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015121901,-3,83,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015121902,-2,83,0,340,0,119.8,33.78
江苏,盐城,阜宁,2015121903,-2,90,0,272,0,119.8,33.78
江苏,盐城,阜宁,2015121904,-3,87,0,34,0,119.8,33.78
江苏,盐城,阜宁,2015121905,-3,90,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015121906,-1,84,0,282,0,119.8,33.78
江苏,盐城,阜宁,2015121907,-1,82,0,351,2,119.8,33.78
江苏,盐城,阜宁,2015121908,-2,86,0,66,0,119.8,33.78
江苏,盐城,阜宁,2015121909,-1,67,0,295,0,119.8,33.78
江苏,盐城,阜宁,2015121910,4,64,0,46,2,119.8,33.78
江苏,盐城,阜宁,2015121911,6,57,0,43,3,119.8,33.78
江苏,盐城,阜宁,2015121912,7,56,0,127,4,119.8,33.78
江苏,盐城,阜宁,2015121913,8,58,0,119,4,119.8,33.78
江苏,盐城,阜宁,2015121914,6,54,0,126,2,119.8,33.78
江苏,盐城,阜宁,2015121915,6,56,0,108,2,119.8,33.78
江苏,盐城,阜宁,2015121916,6,55,0,104,2,119.8,33.78
江苏,盐城,阜宁,2015121917,5,59,0,100,2,119.8,33.78
江苏,盐城,阜宁,2015121918,5,64,0,94,3,119.8,33.78
江苏,盐城,阜宁,2015121919,6,68,0,113,4,119.8,33.78
江苏,盐城,阜宁,2015121920,6,72,0,88,0,119.8,33.78
江苏,盐城,阜宁,2015121921,3,74,0,80,0,119.8,33.78
江苏,盐城,阜宁,2015121922,3,75,0,78,0,119.8,33.78
江苏,盐城,阜宁,2015121923,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015122000,3,77,0,49,0,119.8,33.78
江苏,盐城,阜宁,2015122001,3,82,0,81,0,119.8,33.78
江苏,盐城,阜宁,2015122002,5,90,0.2,92,2,119.8,33.78
江苏,盐城,阜宁,2015122003,5,93,0.3,103,2,119.8,33.78
江苏,盐城,阜宁,2015122004,5,95,0.3,127,2,119.8,33.78
江苏,盐城,阜宁,2015122005,3,94,0.1,152,1,119.8,33.78
江苏,盐城,阜宁,2015122006,5,97,0.5,138,2,119.8,33.78
江苏,盐城,阜宁,2015122007,5,98,0.3,102,2,119.8,33.78
江苏,盐城,阜宁,2015122008,6,98,0.3,113,2,119.8,33.78
江苏,盐城,阜宁,2015122009,4,96,0.2,193,1,119.8,33.78
江苏,盐城,阜宁,2015122010,7,98,0.1,122,4,119.8,33.78
江苏,盐城,阜宁,2015122011,7,98,0,141,4,119.8,33.78
江苏,盐城,阜宁,2015122012,7,98,0,225,3,119.8,33.78
江苏,盐城,阜宁,2015122013,7,96,0,250,3,119.8,33.78
江苏,盐城,阜宁,2015122014,4,95,0,274,4,119.8,33.78
江苏,盐城,阜宁,2015122015,4,96,0,255,2,119.8,33.78
江苏,盐城,阜宁,2015122016,4,96,0,281,2,119.8,33.78
江苏,盐城,阜宁,2015122017,6,97,0,269,3,119.8,33.78
江苏,盐城,阜宁,2015122018,6,97,0,243,2,119.8,33.78
江苏,盐城,阜宁,2015122019,4,94,0,255,0,119.8,33.78
江苏,盐城,阜宁,2015122020,3,93,0,240,1,119.8,33.78
江苏,盐城,阜宁,2015122021,5,97,0,261,4,119.8,33.78
江苏,盐城,阜宁,2015122022,2,96,0,254,1,119.8,33.78
江苏,盐城,阜宁,2015122023,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015122100,1,97,0,286,1,119.8,33.78
江苏,盐城,阜宁,2015122101,0,97,0,282,0,119.8,33.78
江苏,盐城,阜宁,2015122102,-1,97,0,279,0,119.8,33.78
江苏,盐城,阜宁,2015122103,0,98,0,264,1,119.8,33.78
江苏,盐城,阜宁,2015122104,1,99,0,302,3,119.8,33.78
江苏,盐城,阜宁,2015122105,1,100,0.1,999999,0,119.8,33.78
江苏,盐城,阜宁,2015122106,-1,98,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015122107,1,100,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015122108,-2,98,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015122109,0,100,0,999999,0,119.8,33.78
江苏,盐城,阜宁,2015122110,1,100,0,350,2,119.8,33.78
江苏,盐城,阜宁,2015122111,2,100,0,129,0,119.8,33.78
江苏,盐城,阜宁,2015122112,4,100,0,152,2,119.8,33.78
江苏,盐城,阜宁,2015122113,7,86,0,181,2,119.8,33.78
江苏,盐城,阜宁,2015122114,8,75,0,97,2,119.8,33.78
江苏,盐城,阜宁,2015122115,9,62,0,148,3,119.8,33.78
江苏,盐城,阜宁,2015122116,7,63,0,167,0,119.8,33.78
江苏,盐城,阜宁,2015122117,7,79,0,86,2,119.8,33.78
江苏,盐城,阜宁,2015122118,4,82,0,83,0,119.8,33.78
江苏,盐城,阜宁,2015122119,3,88,0,108,0,119.8,33.78
江苏,盐城,阜宁,2015122120,5,90,0,224,0,119.8,33.78
江苏,盐城,阜宁,2015122121,4,94,0,60,0,119.8,33.78
江苏,盐城,阜宁,2015122122,3,96,0,61,2,119.8,33.78
江苏,盐城,阜宁,2015122123,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015122200,1,97,0,79,1,119.8,33.78
江苏,盐城,阜宁,2015122201,2,97,0,103,2,119.8,33.78
江苏,盐城,阜宁,2015122202,2,97,0,81,1,119.8,33.78
江苏,盐城,阜宁,2015122203,4,99,0,38,3,119.8,33.78
江苏,盐城,阜宁,2015122204,5,100,0,85,2,119.8,33.78
江苏,盐城,阜宁,2015122205,5,100,0,33,2,119.8,33.78
江苏,盐城,阜宁,2015122206,3,98,0.1,21,0,119.8,33.78
江苏,盐城,阜宁,2015122207,4,98,0.3,72,2,119.8,33.78
江苏,盐城,阜宁,2015122208,7,100,1,43,4,119.8,33.78
江苏,盐城,阜宁,2015122209,6,98,0.3,67,2,119.8,33.78
江苏,盐城,阜宁,2015122210,8,99,0.4,80,7,119.8,33.78
江苏,盐城,阜宁,2015122211,8,98,0,93,3,119.8,33.78
江苏,盐城,阜宁,2015122212,7,96,0.1,58,0,119.8,33.78
江苏,盐城,阜宁,2015122213,9,99,0.3,97,5,119.8,33.78
江苏,盐城,阜宁,2015122214,7,97,0.1,90,2,119.8,33.78
江苏,盐城,阜宁,2015122215,7,97,0.2,87,3,119.8,33.78
江苏,盐城,阜宁,2015122216,9,99,0.1,91,4,119.8,33.78
江苏,盐城,阜宁,2015122217,9,99,0.1,87,5,119.8,33.78
江苏,盐城,阜宁,2015122218,9,99,0.1,99,5,119.8,33.78
江苏,盐城,阜宁,2015122219,9,99,0.1,86,3,119.8,33.78
江苏,盐城,阜宁,2015122220,7,97,0,96,1,119.8,33.78
江苏,盐城,阜宁,2015122221,7,97,0.2,105,0,119.8,33.78
江苏,盐城,阜宁,2015122222,9,100,0.4,99,0,119.8,33.78
江苏,盐城,阜宁,2015122223,999999,999999,999999,999999,999999,119.8,33.78
江苏,盐城,阜宁,2015122300,7,98,0.7,999999,0,119.8,33.78
江苏,盐城,阜宁,2015122301,9,100,0.5,10,0,119.8,33.78
江苏,盐城,阜宁,2015122302,7,98,0,29,0,119.8,33.78
江苏,盐城,阜宁,2015122303,9,100,0.1,25,2,119.8,33.78
江苏,盐城,阜宁,2015122304,7,98,0,18,0,119.8,33.78
江苏,盐城,阜宁,2015122305,9,100,0.4,36,2,119.8,33.78
江苏,盐城,阜宁,2015122306,7,98,0.1,49,1,119.8,33.78
江苏,盐城,阜宁,2015122307,7,98,0,68,1,119.8,33.78
江苏,盐城,阜宁,2015122308,7,98,0,73,1,119.8,33.78
江苏,盐城,阜宁,2015122309,9,100,0,69,2,119.8,33.78
江苏,盐城,阜宁,2015122310,9,100,0,74,3,119.8,33.78
江苏,盐城,阜宁,2015122311,7,98,0.1,68,1,119.8,33.78
江苏,盐城,阜宁,2015122312,10,100,0,70,3,119.8,33.78
江苏,盐城,阜宁,2015122313,10,98,0,63,3,119.8,33.78
江苏,盐城,阜宁,2015122314,8,90,0,71,1,119.8,33.78
