省,市,县,观测时间,温度(℃),相对湿度,降水量(mm),风向,风力(m/s),经度,纬度
江苏,镇江,句容,2015122019,4,93,0.1,289,1,119.17,31.95
江苏,镇江,句容,2015122020,4,91,0.1,261,1,119.17,31.95
江苏,镇江,句容,2015122021,5,94,0,252,2,119.17,31.95
江苏,镇江,句容,2015122022,4,95,0,292,0,119.17,31.95
江苏,镇江,句容,2015122023,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015122100,3,97,0,224,0,119.17,31.95
江苏,镇江,句容,2015122101,3,97,0,335,2,119.17,31.95
江苏,镇江,句容,2015122102,-1,96,0,329,0,119.17,31.95
江苏,镇江,句容,2015122103,-1,96,0,142,0,119.17,31.95
江苏,镇江,句容,2015122104,1,99,0,194,0,119.17,31.95
江苏,镇江,句容,2015122105,-1,97,0,194,0,119.17,31.95
江苏,镇江,句容,2015122106,1,99,0,194,3,119.17,31.95
江苏,镇江,句容,2015122107,-1,97,0.1,200,1,119.17,31.95
江苏,镇江,句容,2015122108,-1,97,0,117,0,119.17,31.95
江苏,镇江,句容,2015122109,0,97,0,48,0,119.17,31.95
江苏,镇江,句容,2015122110,2,99,0,93,2,119.17,31.95
江苏,镇江,句容,2015122111,2,97,0,97,1,119.17,31.95
江苏,镇江,句容,2015122112,3,97,0,96,0,119.17,31.95
江苏,镇江,句容,2015122113,4,94,0,160,1,119.17,31.95
江苏,镇江,句容,2015122114,8,77,0,134,5,119.17,31.95
江苏,镇江,句容,2015122115,9,76,0,102,5,119.17,31.95
江苏,镇江,句容,2015122116,8,80,0,123,4,119.17,31.95
江苏,镇江,句容,2015122117,7,86,0,117,3,119.17,31.95
江苏,镇江,句容,2015122118,5,87,0,80,0,119.17,31.95
江苏,镇江,句容,2015122119,4,90,0,83,1,119.17,31.95
江苏,镇江,句容,2015122120,5,84,0,101,2,119.17,31.95
江苏,镇江,句容,2015122121,7,86,0,78,4,119.17,31.95
江苏,镇江,句容,2015122122,4,89,0,93,2,119.17,31.95
江苏,镇江,句容,2015122123,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015122200,6,92,0,99,6,119.17,31.95
江苏,镇江,句容,2015122201,6,93,0,62,3,119.17,31.95
江苏,镇江,句容,2015122202,4,91,0,108,2,119.17,31.95
江苏,镇江,句容,2015122203,6,93,0,89,4,119.17,31.95
江苏,镇江,句容,2015122204,6,94,0,95,4,119.17,31.95
江苏,镇江,句容,2015122205,5,91,0,68,2,119.17,31.95
江苏,镇江,句容,2015122206,7,95,0.3,13,2,119.17,31.95
江苏,镇江,句容,2015122207,4,94,0,55,1,119.17,31.95
江苏,镇江,句容,2015122208,5,95,0,98,1,119.17,31.95
江苏,镇江,句容,2015122209,7,96,0,98,4,119.17,31.95
江苏,镇江,句容,2015122210,6,91,0,136,0,119.17,31.95
江苏,镇江,句容,2015122211,7,88,0,279,0,119.17,31.95
江苏,镇江,句容,2015122212,9,89,0,277,2,119.17,31.95
江苏,镇江,句容,2015122213,8,85,0,321,0,119.17,31.95
江苏,镇江,句容,2015122214,10,84,0,60,0,119.17,31.95
江苏,镇江,句容,2015122215,10,84,0,221,2,119.17,31.95
江苏,镇江,句容,2015122216,10,83,0,9,0,119.17,31.95
江苏,镇江,句容,2015122217,8,84,0,56,0,119.17,31.95
江苏,镇江,句容,2015122218,10,89,0,259,0,119.17,31.95
江苏,镇江,句容,2015122219,10,90,0,20,2,119.17,31.95
江苏,镇江,句容,2015122220,9,91,0,999999,0,119.17,31.95
江苏,镇江,句容,2015122221,9,92,0,299,2,119.17,31.95
江苏,镇江,句容,2015122222,7,90,0,336,2,119.17,31.95
江苏,镇江,句容,2015122223,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015122300,8,93,0,314,3,119.17,31.95
江苏,镇江,句容,2015122301,8,92,0,301,3,119.17,31.95
江苏,镇江,句容,2015122302,8,90,0,303,2,119.17,31.95
江苏,镇江,句容,2015122303,7,93,0,287,3,119.17,31.95
江苏,镇江,句容,2015122304,6,89,0,280,2,119.17,31.95
江苏,镇江,句容,2015122305,8,90,0,290,4,119.17,31.95
江苏,镇江,句容,2015122306,6,87,0,279,1,119.17,31.95
江苏,镇江,句容,2015122307,6,87,0,302,1,119.17,31.95
江苏,镇江,句容,2015122308,8,89,0,263,3,119.17,31.95
江苏,镇江,句容,2015122309,6,86,0,306,1,119.17,31.95
江苏,镇江,句容,2015122310,9,87,0,291,3,119.17,31.95
江苏,镇江,句容,2015122311,9,87,0,294,3,119.17,31.95
江苏,镇江,句容,2015122312,9,86,0,284,4,119.17,31.95
江苏,镇江,句容,2015122313,8,82,0,295,2,119.17,31.95
江苏,镇江,句容,2015122314,8,81,0,246,0,119.17,31.95
江苏,镇江,句容,2015122315,10,83,0,70,2,119.17,31.95
江苏,镇江,句容,2015122316,8,83,0,20,0,119.17,31.95
江苏,镇江,句容,2015122317,9,88,0,19,3,119.17,31.95
江苏,镇江,句容,2015122318,7,88,0,20,0,119.17,31.95
江苏,镇江,句容,2015122319,7,90,0,74,0,119.17,31.95
江苏,镇江,句容,2015122320,7,92,0,45,0,119.17,31.95
江苏,镇江,句容,2015122321,8,97,0.1,25,3,119.17,31.95
江苏,镇江,句容,2015122322,6,95,0.1,71,0,119.17,31.95
江苏,镇江,句容,2015122323,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015122400,8,98,0,2,2,119.17,31.95
江苏,镇江,句容,2015122401,8,98,0,105,3,119.17,31.95
江苏,镇江,句容,2015122402,9,98,0,101,2,119.17,31.95
江苏,镇江,句容,2015122403,9,99,0.2,55,3,119.17,31.95
江苏,镇江,句容,2015122404,9,99,0.3,51,3,119.17,31.95
江苏,镇江,句容,2015122405,9,99,0,48,4,119.17,31.95
江苏,镇江,句容,2015122406,9,99,0.4,34,3,119.17,31.95
江苏,镇江,句容,2015122407,7,97,0.5,54,2,119.17,31.95
江苏,镇江,句容,2015122408,9,99,0.2,48,3,119.17,31.95
江苏,镇江,句容,2015122409,7,97,0,34,1,119.17,31.95
江苏,镇江,句容,2015122410,9,99,0.1,51,3,119.17,31.95
江苏,镇江,句容,2015122411,7,96,0.2,40,1,119.17,31.95
江苏,镇江,句容,2015122412,9,98,0.3,54,2,119.17,31.95
江苏,镇江,句容,2015122413,7,95,0.1,29,0,119.17,31.95
江苏,镇江,句容,2015122414,9,95,0,19,2,119.17,31.95
江苏,镇江,句容,2015122415,7,93,0,30,1,119.17,31.95
江苏,镇江,句容,2015122416,7,93,0,999999,0,119.17,31.95
江苏,镇江,句容,2015122417,9,95,0.1,6,3,119.17,31.95
江苏,镇江,句容,2015122418,9,94,0.1,8,3,119.17,31.95
江苏,镇江,句容,2015122419,7,93,0,349,1,119.17,31.95
江苏,镇江,句容,2015122420,6,93,0,349,0,119.17,31.95
江苏,镇江,句容,2015122421,6,94,0,302,0,119.17,31.95
江苏,镇江,句容,2015122422,6,94,0,314,0,119.17,31.95
江苏,镇江,句容,2015122423,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015122500,8,94,0,356,3,119.17,31.95
江苏,镇江,句容,2015122501,8,94,0,342,3,119.17,31.95
江苏,镇江,句容,2015122502,7,93,0,9,2,119.17,31.95
江苏,镇江,句容,2015122503,7,93,0,358,3,119.17,31.95
江苏,镇江,句容,2015122504,4,93,0,5,0,119.17,31.95
江苏,镇江,句容,2015122505,4,93,0,12,0,119.17,31.95
江苏,镇江,句容,2015122506,6,94,0,299,0,119.17,31.95
江苏,镇江,句容,2015122507,4,92,0,297,0,119.17,31.95
江苏,镇江,句容,2015122508,6,96,0,263,0,119.17,31.95
江苏,镇江,句容,2015122509,7,95,0,291,2,119.17,31.95
江苏,镇江,句容,2015122510,6,81,0,255,2,119.17,31.95
江苏,镇江,句容,2015122511,7,71,0,250,3,119.17,31.95
江苏,镇江,句容,2015122512,8,65,0,252,4,119.17,31.95
江苏,镇江,句容,2015122513,10,63,0,238,5,119.17,31.95
江苏,镇江,句容,2015122514,11,58,0,254,5,119.17,31.95
江苏,镇江,句容,2015122515,9,56,0,242,3,119.17,31.95
江苏,镇江,句容,2015122516,9,51,0,272,2,119.17,31.95
江苏,镇江,句容,2015122517,7,54,0,264,2,119.17,31.95
江苏,镇江,句容,2015122518,6,55,0,266,2,119.17,31.95
江苏,镇江,句容,2015122519,6,61,0,252,1,119.17,31.95
江苏,镇江,句容,2015122520,5,77,0,174,2,119.17,31.95
江苏,镇江,句容,2015122521,4,77,0,186,3,119.17,31.95
江苏,镇江,句容,2015122522,2,72,0,212,1,119.17,31.95
江苏,镇江,句容,2015122523,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015122600,4,81,0,221,2,119.17,31.95
江苏,镇江,句容,2015122601,4,87,0,230,2,119.17,31.95
江苏,镇江,句容,2015122602,4,90,0,243,2,119.17,31.95
江苏,镇江,句容,2015122603,3,94,0,205,2,119.17,31.95
江苏,镇江,句容,2015122604,0,94,0,185,0,119.17,31.95
江苏,镇江,句容,2015122605,2,95,0,233,0,119.17,31.95
江苏,镇江,句容,2015122606,3,96,0,216,2,119.17,31.95
江苏,镇江,句容,2015122607,2,97,0,204,2,119.17,31.95
江苏,镇江,句容,2015122608,2,96,0,212,1,119.17,31.95
江苏,镇江,句容,2015122609,4,82,0,241,3,119.17,31.95
江苏,镇江,句容,2015122610,6,69,0,236,2,119.17,31.95
江苏,镇江,句容,2015122611,11,59,0,256,5,119.17,31.95
江苏,镇江,句容,2015122612,10,50,0,236,2,119.17,31.95
江苏,镇江,句容,2015122613,12,43,0,235,3,119.17,31.95
江苏,镇江,句容,2015122614,15,43,0,241,6,119.17,31.95
江苏,镇江,句容,2015122615,13,41,0,241,1,119.17,31.95
江苏,镇江,句容,2015122616,14,49,0,205,3,119.17,31.95
江苏,镇江,句容,2015122617,10,54,0,197,1,119.17,31.95
江苏,镇江,句容,2015122618,9,67,0,195,3,119.17,31.95
江苏,镇江,句容,2015122619,8,71,0,150,2,119.17,31.95
江苏,镇江,句容,2015122620,5,72,0,194,0,119.17,31.95
江苏,镇江,句容,2015122621,4,81,0,350,0,119.17,31.95
江苏,镇江,句容,2015122622,5,89,0,162,0,119.17,31.95
江苏,镇江,句容,2015122623,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015122700,3,90,0,337,0,119.17,31.95
江苏,镇江,句容,2015122701,4,94,0,342,2,119.17,31.95
江苏,镇江,句容,2015122702,5,92,0,281,2,119.17,31.95
江苏,镇江,句容,2015122703,4,83,0,308,0,119.17,31.95
江苏,镇江,句容,2015122704,7,80,0,32,3,119.17,31.95
江苏,镇江,句容,2015122705,5,80,0,29,1,119.17,31.95
江苏,镇江,句容,2015122706,5,84,0,30,2,119.17,31.95
江苏,镇江,句容,2015122707,5,89,0,30,2,119.17,31.95
江苏,镇江,句容,2015122708,8,89,0,47,7,119.17,31.95
江苏,镇江,句容,2015122709,6,82,0,48,2,119.17,31.95
江苏,镇江,句容,2015122710,6,78,0,45,7,119.17,31.95
江苏,镇江,句容,2015122711,8,80,0,63,7,119.17,31.95
江苏,镇江,句容,2015122712,7,81,0,52,6,119.17,31.95
江苏,镇江,句容,2015122713,5,79,0,45,5,119.17,31.95
江苏,镇江,句容,2015122714,6,83,0,64,8,119.17,31.95
江苏,镇江,句容,2015122715,4,78,0,43,2,119.17,31.95
江苏,镇江,句容,2015122716,4,74,0,49,6,119.17,31.95
江苏,镇江,句容,2015122717,6,77,0,26,3,119.17,31.95
江苏,镇江,句容,2015122718,3,73,0,57,3,119.17,31.95
江苏,镇江,句容,2015122719,3,70,0,55,4,119.17,31.95
江苏,镇江,句容,2015122720,3,71,0,69,2,119.17,31.95
江苏,镇江,句容,2015122721,5,73,0,66,4,119.17,31.95
江苏,镇江,句容,2015122722,4,77,0,56,5,119.17,31.95
江苏,镇江,句容,2015122723,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015122800,3,83,0,51,2,119.17,31.95
江苏,镇江,句容,2015122801,1,77,0,45,1,119.17,31.95
江苏,镇江,句容,2015122802,3,80,0,44,3,119.17,31.95
江苏,镇江,句容,2015122803,3,80,0,43,4,119.17,31.95
江苏,镇江,句容,2015122804,3,78,0,63,3,119.17,31.95
江苏,镇江,句容,2015122805,2,79,0,66,2,119.17,31.95
江苏,镇江,句容,2015122806,0,75,0,65,1,119.17,31.95
江苏,镇江,句容,2015122807,0,75,0,76,0,119.17,31.95
江苏,镇江,句容,2015122808,2,76,0,77,2,119.17,31.95
江苏,镇江,句容,2015122809,3,74,0,75,3,119.17,31.95
江苏,镇江,句容,2015122810,2,68,0,81,1,119.17,31.95
江苏,镇江,句容,2015122811,3,63,0,46,1,119.17,31.95
江苏,镇江,句容,2015122812,4,58,0,137,0,119.17,31.95
江苏,镇江,句容,2015122813,5,53,0,72,0,119.17,31.95
江苏,镇江,句容,2015122814,6,51,0,64,2,119.17,31.95
江苏,镇江,句容,2015122815,6,50,0,128,0,119.17,31.95
江苏,镇江,句容,2015122816,7,54,0,83,2,119.17,31.95
江苏,镇江,句容,2015122817,4,60,0,77,0,119.17,31.95
江苏,镇江,句容,2015122818,5,71,0,87,3,119.17,31.95
江苏,镇江,句容,2015122819,3,76,0,73,3,119.17,31.95
江苏,镇江,句容,2015122820,1,74,0,78,1,119.17,31.95
江苏,镇江,句容,2015122821,2,83,0,78,2,119.17,31.95
江苏,镇江,句容,2015122822,0,83,0,101,0,119.17,31.95
江苏,镇江,句容,2015122823,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015122900,1,90,0,72,2,119.17,31.95
江苏,镇江,句容,2015122901,-1,90,0,47,0,119.17,31.95
江苏,镇江,句容,2015122902,1,94,0,23,2,119.17,31.95
江苏,镇江,句容,2015122903,-1,91,0,999999,0,119.17,31.95
江苏,镇江,句容,2015122904,1,88,0,59,2,119.17,31.95
江苏,镇江,句容,2015122905,1,88,0,65,2,119.17,31.95
江苏,镇江,句容,2015122906,1,88,0,49,2,119.17,31.95
江苏,镇江,句容,2015122907,1,91,0,76,2,119.17,31.95
江苏,镇江,句容,2015122908,1,91,0,85,2,119.17,31.95
江苏,镇江,句容,2015122909,1,84,0,117,0,119.17,31.95
江苏,镇江,句容,2015122910,4,74,0,100,1,119.17,31.95
江苏,镇江,句容,2015122911,5,62,0,143,2,119.17,31.95
江苏,镇江,句容,2015122912,6,56,0,96,1,119.17,31.95
江苏,镇江,句容,2015122913,6,52,0,77,3,119.17,31.95
江苏,镇江,句容,2015122914,7,51,0,115,3,119.17,31.95
江苏,镇江,句容,2015122915,9,50,0,124,3,119.17,31.95
江苏,镇江,句容,2015122916,7,50,0,111,2,119.17,31.95
江苏,镇江,句容,2015122917,5,57,0,121,1,119.17,31.95
江苏,镇江,句容,2015122918,4,64,0,137,0,119.17,31.95
江苏,镇江,句容,2015122919,3,68,0,144,0,119.17,31.95
江苏,镇江,句容,2015122920,2,72,0,165,0,119.17,31.95
江苏,镇江,句容,2015122921,3,78,0,12,2,119.17,31.95
江苏,镇江,句容,2015122922,1,85,0,19,0,119.17,31.95
江苏,镇江,句容,2015122923,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123000,2,94,0,15,2,119.17,31.95
江苏,镇江,句容,2015123001,1,93,0,238,0,119.17,31.95
江苏,镇江,句容,2015123002,1,92,0,349,2,119.17,31.95
江苏,镇江,句容,2015123003,-1,91,0,351,0,119.17,31.95
江苏,镇江,句容,2015123004,1,94,0,1,0,119.17,31.95
江苏,镇江,句容,2015123005,1,95,0,152,0,119.17,31.95
江苏,镇江,句容,2015123006,1,96,0,179,2,119.17,31.95
江苏,镇江,句容,2015123007,1,97,0,185,0,119.17,31.95
江苏,镇江,句容,2015123008,1,97,0,299,0,119.17,31.95
江苏,镇江,句容,2015123009,3,98,0,237,2,119.17,31.95
江苏,镇江,句容,2015123010,6,78,0,260,3,119.17,31.95
江苏,镇江,句容,2015123011,8,70,0,266,5,119.17,31.95
江苏,镇江,句容,2015123012,10,63,0,293,5,119.17,31.95
江苏,镇江,句容,2015123013,10,63,0,256,3,119.17,31.95
江苏,镇江,句容,2015123014,11,59,0,263,5,119.17,31.95
江苏,镇江,句容,2015123015,11,58,0,272,4,119.17,31.95
江苏,镇江,句容,2015123016,11,58,0,269,6,119.17,31.95
江苏,镇江,句容,2015123017,9,65,0,255,2,119.17,31.95
江苏,镇江,句容,2015123018,8,69,0,319,2,119.17,31.95
江苏,镇江,句容,2015123019,5,69,0,304,0,119.17,31.95
江苏,镇江,句容,2015123020,5,69,0,301,1,119.17,31.95
江苏,镇江,句容,2015123021,6,72,0,324,3,119.17,31.95
江苏,镇江,句容,2015123022,5,77,0,34,0,119.17,31.95
江苏,镇江,句容,2015123023,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123100,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123101,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123102,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123103,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123104,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123105,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123106,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123107,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123108,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123109,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123110,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123111,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123112,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123113,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123114,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123115,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123116,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123117,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123118,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123119,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123120,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123121,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123122,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015123123,999999,999999,999999,999999,999999,119.17,31.95
江苏,南京,南京,2015120100,11,79,0,112,0,118.78,32.07
江苏,南京,南京,2015120101,10,81,0,95,0,118.78,32.07
江苏,南京,南京,2015120102,10,81,0,112,1,118.78,32.07
江苏,南京,南京,2015120103,13,82,0,104,4,118.78,32.07
江苏,南京,南京,2015120104,12,83,0,97,4,118.78,32.07
江苏,南京,南京,2015120105,10,83,0,105,1,118.78,32.07
江苏,南京,南京,2015120106,12,86,0,98,3,118.78,32.07
江苏,南京,南京,2015120107,12,87,0,99,3,118.78,32.07
江苏,南京,南京,2015120108,13,87,0,108,4,118.78,32.07
江苏,南京,南京,2015120109,14,82,0,125,5,118.78,32.07
江苏,南京,南京,2015120110,12,78,0,120,1,118.78,32.07
江苏,南京,南京,2015120111,13,74,0,119,2,118.78,32.07
江苏,南京,南京,2015120112,16,74,0,142,3,118.78,32.07
江苏,南京,南京,2015120113,14,70,0,116,2,118.78,32.07
江苏,南京,南京,2015120114,17,69,0,110,2,118.78,32.07
江苏,南京,南京,2015120115,17,68,0,94,3,118.78,32.07
江苏,南京,南京,2015120116,15,68,0,103,1,118.78,32.07
江苏,南京,南京,2015120117,16,75,0,130,2,118.78,32.07
江苏,南京,南京,2015120118,13,76,0,99,0,118.78,32.07
江苏,南京,南京,2015120119,13,79,0,33,0,118.78,32.07
江苏,南京,南京,2015120120,13,80,0,39,0,118.78,32.07
江苏,南京,南京,2015120121,15,83,0,307,3,118.78,32.07
江苏,南京,南京,2015120122,12,82,0,334,1,118.78,32.07
江苏,南京,南京,2015120123,999999,999999,999999,999999,999999,118.78,32.07
江苏,南京,南京,2015120200,11,77,0,354,4,118.78,32.07
江苏,南京,南京,2015120201,13,74,0,356,6,118.78,32.07
江苏,南京,南京,2015120202,9,84,0.6,347,2,118.78,32.07
江苏,南京,南京,2015120203,8,89,2.8,342,2,118.78,32.07
江苏,南京,南京,2015120204,10,93,0.7,313,4,118.78,32.07
江苏,南京,南京,2015120205,11,89,0,287,3,118.78,32.07
江苏,南京,南京,2015120206,11,86,0,329,5,118.78,32.07
江苏,南京,南京,2015120207,9,82,0,316,5,118.78,32.07
江苏,南京,南京,2015120208,9,77,0,298,3,118.78,32.07
江苏,南京,南京,2015120209,11,80,0,297,7,118.78,32.07
江苏,南京,南京,2015120210,9,75,0,304,3,118.78,32.07
江苏,南京,南京,2015120211,11,76,0,328,7,118.78,32.07
江苏,南京,南京,2015120212,12,68,0,339,7,118.78,32.07
江苏,南京,南京,2015120213,13,60,0,320,6,118.78,32.07
江苏,南京,南京,2015120214,14,49,0,288,6,118.78,32.07
江苏,南京,南京,2015120215,12,38,0,322,6,118.78,32.07
江苏,南京,南京,2015120216,13,40,0,309,5,118.78,32.07
江苏,南京,南京,2015120217,10,41,0,313,4,118.78,32.07
江苏,南京,南京,2015120218,9,39,0,314,4,118.78,32.07
江苏,南京,南京,2015120219,9,44,0,309,1,118.78,32.07
江苏,南京,南京,2015120220,7,51,0,261,1,118.78,32.07
江苏,南京,南京,2015120221,9,51,0,296,4,118.78,32.07
江苏,南京,南京,2015120222,7,50,0,326,2,118.78,32.07
江苏,南京,南京,2015120223,999999,999999,999999,999999,999999,118.78,32.07
江苏,南京,南京,2015120300,5,54,0,308,0,118.78,32.07
江苏,南京,南京,2015120301,4,63,0,204,0,118.78,32.07
江苏,南京,南京,2015120302,4,59,0,240,0,118.78,32.07
江苏,南京,南京,2015120303,4,63,0,246,0,118.78,32.07
江苏,南京,南京,2015120304,3,66,0,246,0,118.78,32.07
江苏,南京,南京,2015120305,5,69,0,272,2,118.78,32.07
江苏,南京,南京,2015120306,3,68,0,284,0,118.78,32.07
江苏,南京,南京,2015120307,3,68,0,241,1,118.78,32.07
江苏,南京,南京,2015120308,4,64,0,228,0,118.78,32.07
江苏,南京,南京,2015120309,9,42,0,301,5,118.78,32.07
江苏,南京,南京,2015120310,10,34,0,297,7,118.78,32.07
江苏,南京,南京,2015120311,11,26,0,291,9,118.78,32.07
江苏,南京,南京,2015120312,10,22,0,286,5,118.78,32.07
江苏,南京,南京,2015120313,12,22,0,279,9,118.78,32.07
江苏,南京,南京,2015120314,12,21,0,275,10,118.78,32.07
江苏,南京,南京,2015120315,9,20,0,294,9,118.78,32.07
江苏,南京,南京,2015120316,9,21,0,291,7,118.78,32.07
江苏,南京,南京,2015120317,9,30,0,313,5,118.78,32.07
江苏,南京,南京,2015120318,8,30,0,308,5,118.78,32.07
江苏,南京,南京,2015120319,7,36,0,335,5,118.78,32.07
江苏,南京,南京,2015120320,7,37,0,322,5,118.78,32.07
江苏,南京,南京,2015120321,4,38,0,322,0,118.78,32.07
江苏,南京,南京,2015120322,4,35,0,321,2,118.78,32.07
江苏,南京,南京,2015120323,999999,999999,999999,999999,999999,118.78,32.07
江苏,南京,南京,2015120400,3,41,0,310,1,118.78,32.07
江苏,南京,南京,2015120401,4,50,0,999999,0,118.78,32.07
江苏,南京,南京,2015120402,4,51,0,357,2,118.78,32.07
江苏,南京,南京,2015120403,2,63,0,267,0,118.78,32.07
江苏,南京,南京,2015120404,-1,67,0,26,0,118.78,32.07
江苏,南京,南京,2015120405,-1,66,0,337,0,118.78,32.07
江苏,南京,南京,2015120406,1,71,0,39,2,118.78,32.07
江苏,南京,南京,2015120407,-1,74,0,347,0,118.78,32.07
江苏,南京,南京,2015120408,0,73,0,345,0,118.78,32.07
江苏,南京,南京,2015120409,6,48,0,304,2,118.78,32.07
